,写字楼名称,所在市区,租金,竣工时间,纬度,经度,geometry
968,亚太企业大楼,上海市徐汇区,4-5.3元/m2/天,1996年,31.202087,121.461197,POINT (121.461197 31.202087)
969,福德商务楼,上海市虹口区,4.93-5元/m2/天,1997年1月,31.244052,121.490448,POINT (121.490448 31.244052)
970,解放大厦,上海市闵行区,4.6-5元/m2/天,2011年12月,31.103509,121.390649,POINT (121.390649 31.103509)
971,上海康建商务广场,上海市普陀区,3-4元/m2/天,2009年,31.27137,121.375474,POINT (121.375474 31.27137)
972,颐正大厦,上海市普陀区,2.8-3.5元/m2/天,,31.265141,121.419748,POINT (121.419748 31.265141)
973,新业鸿科创中心,上海市松江区,1.8元/m2/天,,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
974,大众金融大厦,上海市长宁区,3.5-4.6元/m2/天,2006年,31.212608,121.430017,POINT (121.430017 31.212608)
975,飞雕国际大厦,上海市徐汇区,4-6.86元/m2/天,2006年,31.194656,121.44146,POINT (121.44146 31.194656)
976,漕河泾德普园DP-PARK,上海市闵行区,3元/m2/天,2013年,31.102069,121.505256,POINT (121.505256 31.102069)
977,璀璨城市（出售中）,上海市浦东区,4元/m2/天,,31.264149,121.657562,POINT (121.657562 31.264149)
978,绿地华创中心（出售）,上海市浦东区,4元/m2/天,2022年6月,31.192851,121.659369,POINT (121.659369 31.192851)
979,康桥久富科创园-康桥,上海市浦东区,2.2-2.7元/m2/天,2017年初,31.129187,121.627719,POINT (121.627719 31.129187)
980,联峰汇大厦,上海市徐汇区,6-8元/m2/天,2013年10月,31.195039,121.432745,POINT (121.432745 31.195039)
981,鸿洋创意园,上海市徐汇区,3.5-4.93元/m2/天,2003年2月,31.163257,121.413001,POINT (121.413001 31.163257)
982,德必陆家嘴WE,上海市浦东区,5-10元/m2/天,2017年8月,31.236845,121.526999,POINT (121.526999 31.236845)
983,安垦·澳洲之家,上海市长宁区,7-8元/m2/天,2019年11月,31.208776,121.431345,POINT (121.431345 31.208776)
984,安垦徐汇,上海市徐汇区,7.5-8元/m2/天,,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
985,宏慧LAB2354,上海市徐汇区,6-6.8元/m2/天,2019年6月,31.192348,121.448895,POINT (121.448895 31.192348)
986,清水湾大厦,上海市普陀区,3.8-6元/m2/天,2004年,31.229685,121.413627,POINT (121.413627 31.229685)
987,兴·宁国坊,上海市杨浦区,3.5元/m2/天,2021年改造,31.263695,121.535773,POINT (121.535773 31.263695)
988,上海中兴金领谷科技产业园,上海市闵行区,1.9-2.8元/m2/天,2013年,31.063056,121.447046,POINT (121.447046 31.063056)
989,国阳大厦,上海市杨浦区,3.5-3.8元/m2/天,1999年,31.287304,121.516329,POINT (121.516329 31.287304)
990,亿达北虹桥创业城,上海市嘉定区,2.6-4.5元/m2/天,,31.243331,121.320674,POINT (121.320674 31.243331)
991,麦腾智慧天地（国家级科技企业孵化器）,上海市浦东区,1.8-3元/m2/天,2015年,31.238506,121.607175,POINT (121.607175 31.238506)
992,山谷you帮,上海市闵行区,1.96-2.6元/m2/天,2012年,31.070642,121.410145,POINT (121.410145 31.070642)
993,虹桥奕境文化创意园,上海市长宁区,3.6-4元/m2/天,2020年4月改造完成,31.186975,121.374134,POINT (121.374134 31.186975)
994,九久青年城,上海市松江区,1.7-4.2元/m2/天,,31.136483,121.319943,POINT (121.319943 31.136483)
995,上海桂林科技园（国企楼盘）,上海市徐汇区,4-5.5元/m2/天,2010年12月,31.159708,121.406976,POINT (121.406976 31.159708)
996,佳预信息科技大厦,上海市松江区,2.2-7.5元/m2/天,,31.144496,121.330494,POINT (121.330494 31.144496)
997,鲁沪协同创新产业园,上海市浦东区,4.17元/m2/天,,31.1538,121.562808,POINT (121.562808 31.1538)
998,精武大厦,上海市虹口区,2.5-3.92元/m2/天,2003年12月,31.256411,121.484513,POINT (121.484513 31.256411)
999,香港名都办公楼,上海市黄浦区,4.25-5.5元/m2/天,2011年4月,31.22224,121.490503,POINT (121.490503 31.22224)
1000,华博科技大楼,上海市虹口区,3-4.54元/m2/天,2006年9月21日,31.269282,121.477005,POINT (121.477005 31.269282)
1001,金地威新·闵行科创园,上海市闵行区,1.4-2.2元/m2/天,2018年,31.042752,121.396643,POINT (121.396643 31.042752)
1002,寰启商务大厦,上海市闵行区,1.7-1.75元/m2/天,2016年,31.088713,121.523686,POINT (121.523686 31.088713)
1003,松港u库,上海市浦东区,1.3-1.5元/m2/天,,31.305608,121.613048,POINT (121.613048 31.305608)
1004,越界·田林坊,上海市徐汇区,4.5-6.5元/m2/天,,31.169829,121.413207,POINT (121.413207 31.169829)
1005,虎丘贰柒,上海市黄浦区,8-10元/m2/天,2016年,31.235407,121.483649,POINT (121.483649 31.235407)
1006,南翔智地·越界产业园,上海市嘉定区,1.4-2.2元/m2/天,,31.29484,121.302976,POINT (121.302976 31.29484)
1007,快易名商-徐汇,上海市徐汇区,5.2-7.98元/m2/天,2016年5月,31.188936,121.446841,POINT (121.446841 31.188936)
1008,天山大厦,上海市长宁区,3.28-4.6元/m2/天,2002年1月,31.2157,121.379503,POINT (121.379503 31.2157)
1009,上海船舶大楼,上海市杨浦区,2-2.8元/m2/天,2009年,31.276038,121.534656,POINT (121.534656 31.276038)
1010,沃众创业园,上海市浦东区,2.77-3.9元/m2/天,,31.155918,121.559295,POINT (121.559295 31.155918)
1011,紫安大厦,上海市静安区,5.2-15元/m2/天,1999年,31.223113,121.443268,POINT (121.443268 31.223113)
1012,瑞都大厦,上海市闵行区,3.5-4.2元/m2/天,2010年1月,31.175841,121.373475,POINT (121.373475 31.175841)
1013,开隆中心,上海市普陀区,3.8-6元/m2/天,2021年初,31.253552,121.391556,POINT (121.391556 31.253552)
1014,钦汇园,上海市徐汇区,2.6-3.5元/m2/天,2003年5月,31.179088,121.407494,POINT (121.407494 31.179088)
1015,祥德坊现代设计园,上海市虹口区,2.5-4.2元/m2/天,,31.270625,121.494112,POINT (121.494112 31.270625)
1016,银座企业中心,上海市普陀区,5.5-6.67元/m2/天,,31.242092,121.443,POINT (121.443 31.242092)
1017,爱登堡科技产业园,上海市闵行区,2.15-2.6元/m2/天,,31.086396,121.511638,POINT (121.511638 31.086396)
1018,花桥中信广场,上海市嘉定区,1.5-1.8元/m2/天,,31.288791,121.125824,POINT (121.125824 31.288791)
1019,嘉定歆翱智汇谷,上海市嘉定区,1.2-1.6元/m2/天,,31.406138,121.216654,POINT (121.216654 31.406138)
1020,新曹杨工业园区,上海市普陀区,2.8-3.6元/m2/天,,31.232468,121.387378,POINT (121.387378 31.232468)
1021,合生财富广场,上海市虹口区,4.6-5.8元/m2/天,2009年11月,31.262149,121.50797,POINT (121.50797 31.262149)
1022,炬创新大厦,上海市浦东区,4.8-4.9元/m2/天,2013年10月,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
1023,四方科创中心,上海市嘉定区,1.6-4.2元/m2/天,2017年,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
1024,高和云峰大厦,上海市杨浦区,5-8.5元/m2/天,2007年,31.262476,121.51642,POINT (121.51642 31.262476)
1025,海兴广场,上海市黄浦区,6.3-6.5元/m2/天,1995年5月,31.204373,121.468068,POINT (121.468068 31.204373)
1026,静安科技中心（原上海贝尔）,上海市闸北区,3.5-5.8元/m2/天,2020年改造,31.249708,121.469647,POINT (121.469647 31.249708)
1027,旗开坊文创园,上海市浦东区,3-3.2元/m2/天,,31.254053,121.618008,POINT (121.618008 31.254053)
1028,新汇园,上海市徐汇区,2.9-4.2元/m2/天,1995年,31.178001,121.403876,POINT (121.403876 31.178001)
1029,博济上海美兰湖园,上海市宝山区,1.1-1.6元/m2/天,,31.411922,121.355759,POINT (121.355759 31.411922)
1030,漕河泾光华园（国企楼盘）,上海市闵行区,1.8-3.1元/m2/天,2020年,31.070012,121.393295,POINT (121.393295 31.070012)
1031,新曹杨科技大厦,上海市普陀区,2.8-3.8元/m2/天,2010年,31.234726,121.390943,POINT (121.390943 31.234726)
1032,金融街静安中心,上海市静安区,6-8.5元/m2/天,2016年,31.22739,121.431259,POINT (121.431259 31.22739)
1033,中友中谊大厦,上海市普陀区,2.7-5.5元/m2/天,1999年,31.244501,121.410798,POINT (121.410798 31.244501)
1034,前滩世贸中心二期（国企楼盘）,上海市浦东区,7-8.5元/m2/天,2017年,31.157218,121.482451,POINT (121.482451 31.157218)
1035,宝石园,上海市徐汇区,4.2-4.7元/m2/天,2007年,31.164208,121.39508,POINT (121.39508 31.164208)
1036,远洋财富中心,上海市浦东区,2.1-4元/m2/天,2016年9月,31.315001,121.609454,POINT (121.609454 31.315001)
1037,众和金融大厦,上海市杨浦区,3-4.5元/m2/天,1998年,31.261577,121.510661,POINT (121.510661 31.261577)
1038,强生大厦（国企楼盘）,上海市浦东区,4-5.5元/m2/天,,31.208474,121.523057,POINT (121.523057 31.208474)
1039,海丽大厦,上海市黄浦区,4-5.5元/m2/天,2007年,31.203027,121.470907,POINT (121.470907 31.203027)
1040,创研智造-康桥（租售中）,上海市浦东区,2.3-2.8元/m2/天,,31.129226,121.622745,POINT (121.622745 31.129226)
1041,新宝中心,上海市宝山区,2.2-3元/m2/天,,31.367391,121.431192,POINT (121.431192 31.367391)
1042,同盛大厦,上海市浦东区,5-8元/m2/天,2005年6月,31.222748,121.531826,POINT (121.531826 31.222748)
1043,上海陆交商务中心,上海市普陀区,1.3-1.5元/m2/天,2008年,31.288296,121.335107,POINT (121.335107 31.288296)
1044,平安财富大厦,上海市浦东区,6.5-9元/m2/天,2009年11月,31.224937,121.537513,POINT (121.537513 31.224937)
1045,思创大厦(国企楼盘）,上海市长宁区,2.8-4.75元/m2/天,1998年,31.213502,121.397156,POINT (121.397156 31.213502)
1046,唐镇阳光城,上海市浦东区,3.5-4.7元/m2/天,,31.215286,121.657165,POINT (121.657165 31.215286)
1047,汇智大厦,上海市徐汇区,4.5-7元/m2/天,2007年3月,31.187972,121.436645,POINT (121.436645 31.187972)
1048,展想中心,上海市浦东区,6-7.2元/m2/天,,31.206543,121.614492,POINT (121.614492 31.206543)
1049,香港新世界大厦(K11),上海市黄浦区,9-12.5元/m2/天,2002年11月,31.222686,121.474108,POINT (121.474108 31.222686)
1050,8号桥四期,上海市黄浦区,6.7-7.8元/m2/天,2003年,31.202532,121.483582,POINT (121.483582 31.202532)
1051,绿地浦汇广场,上海市浦东区,1.7-2.2元/m2/天,2019年,31.116419,121.601207,POINT (121.601207 31.116419)
1052,宝石大厦（国企楼盘）,上海市徐汇区,3.7-4.4元/m2/天,2007年,31.163806,121.394395,POINT (121.394395 31.163806)
1053,悦达国际大厦,上海市普陀区,3.5-5元/m2/天,2005年6月,31.230458,121.42748,POINT (121.42748 31.230458)
1054,众城商厦,上海市浦东区,2.57-5.5元/m2/天,1998年,31.207423,121.517018,POINT (121.517018 31.207423)
1055,泓毅大厦（国企楼盘）,上海市闵行区,4-5元/m2/天,2011年9月,31.168503,121.388742,POINT (121.388742 31.168503)
1056,富容大厦,上海市静安区,2.75-5.3元/m2/天,1997年,31.239727,121.448261,POINT (121.448261 31.239727)
1057,%莘荟,上海市闸北区,3.2-3.5元/m2/天,,31.276368,121.462379,POINT (121.462379 31.276368)
1058,华苑大厦,上海市徐汇区,2.57-12.79元/m2/天,1998年1月,31.181979,121.433633,POINT (121.433633 31.181979)
1059,宝山新业坊·源创,上海市宝山区,2.8-4.5元/m2/天,2017年4月,31.318562,121.485368,POINT (121.485368 31.318562)
1060,碧云公馆,上海市浦东区,2.2-3.5元/m2/天,2010年12月25日,31.252472,121.602359,POINT (121.602359 31.252472)
1061,春申创意园,上海市闵行区,2.4-3.8元/m2/天,,31.108366,121.418176,POINT (121.418176 31.108366)
1062,中铁中环时代广场,上海市闸北区,2.2-5.76元/m2/天,2011年11月,31.297178,121.442553,POINT (121.442553 31.297178)
1063,绿地科创大厦,上海市普陀区,3.4-6.5元/m2/天,2003年,31.234457,121.420908,POINT (121.420908 31.234457)
1064,江桥万达广场,上海市嘉定区,1.6-3.5元/m2/天,,31.238789,121.322199,POINT (121.322199 31.238789)
1065,宝地新华(国企楼盘),上海市长宁区,6.5-6.7元/m2/天,2020年底,31.201892,121.422519,POINT (121.422519 31.201892)
1066,WeWork(中港汇),上海市普陀区,11520-394200元/月,2006年9月,31.235016,121.43096,POINT (121.43096 31.235016)
1067,苏河湾中心（租售中）,上海市静安区,9-12元/m2/天,2022年4月30日,31.241967,121.480425,POINT (121.480425 31.241967)
1068,盛邦国际大厦,上海市虹口区,5.5-7.6元/m2/天,2009年,31.250643,121.485444,POINT (121.485444 31.250643)
1069,花旗集团大厦,上海市浦东区,12-13元/m2/天,2004年,31.232832,121.500898,POINT (121.500898 31.232832)
1070,青浦宝龙广场,上海市青浦区,2.5-3元/m2/天,,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
1071,冠生园互联网金融园区（国企楼盘）,上海市静安区,5.5元/m2/天,,31.231146,121.449791,POINT (121.449791 31.231146)
1072,上海数字产业园（国企楼盘）,上海市浦东区,4.6-6.5元/m2/天,2014年5月,31.19206,121.524406,POINT (121.524406 31.19206)
1073,兆益科技园,上海市长宁区,4.2-4.8元/m2/天,,31.216042,121.378023,POINT (121.378023 31.216042)
1074,上海开文大厦,上海市浦东区,3.5-4.3元/m2/天,,31.20879,121.612517,POINT (121.612517 31.20879)
1075,50智慧科技园（国企楼盘）,上海市普陀区,2.8-3.3元/m2/天,1980年-2000年,31.242812,121.41729,POINT (121.41729 31.242812)
1076,光宝科技大厦,上海市长宁区,3.2-4.8元/m2/天,2017年,31.202264,121.305355,POINT (121.305355 31.202264)
1077,稻盛科研楼,上海市浦东区,3.5-4元/m2/天,,31.206919,121.610725,POINT (121.610725 31.206919)
1078,安信财富中心,上海市宝山区,3-3.5元/m2/天,,31.392611,121.488392,POINT (121.488392 31.392611)
1079,慧谷白猫科技园,上海市长宁区,3-3.7元/m2/天,2003年，7月,31.21254,121.395219,POINT (121.395219 31.21254)
1080,苏州河Doho,上海市长宁区,3.8-6.2元/m2/天,,31.220426,121.406513,POINT (121.406513 31.220426)
1081,航汇大厦（国企楼盘）,上海市徐汇区,5.1-7.5元/m2/天,2017年3月,31.163386,121.458305,POINT (121.458305 31.163386)
1082,尚诚国际,上海市普陀区,3.26-7.67元/m2/天,2008年,31.236087,121.419446,POINT (121.419446 31.236087)
1083,统一企业广场,上海市长宁区,3.5-5.6元/m2/天,2009年,31.218001,121.360942,POINT (121.360942 31.218001)
1084,赢嘉广场,上海市闵行区,2.6-4元/m2/天,2015年,31.127096,121.354627,POINT (121.354627 31.127096)
1085,绿洲广场,上海市普陀区,2.2-3.6元/m2/天,2000年,31.23564,121.414923,POINT (121.414923 31.23564)
1086,北岸长风,上海市普陀区,3-6元/m2/天,2008年,31.219794,121.395499,POINT (121.395499 31.219794)
1087,国科大厦,上海市杨浦区,1.9-2.8元/m2/天,1997年,31.27983,121.532946,POINT (121.532946 31.27983)
1088,恒越国际大厦,上海市浦东区,3.4-4元/m2/天,2012年10月,31.195954,121.623381,POINT (121.623381 31.195954)
1089,华瑞大厦,上海市闸北区,2.5元/m2/天,2003年,31.298708,121.447818,POINT (121.447818 31.298708)
1090,宝地广场(国企楼盘),上海市杨浦区,5.5-6.7元/m2/天,2012年,31.260403,121.511812,POINT (121.511812 31.260403)
1091,虹桥银城大厦,上海市长宁区,2.6-4.27元/m2/天,2003年,31.20131,121.413731,POINT (121.413731 31.20131)
1092,都市总部大楼,上海市黄浦区,9-12元/m2/天,2006年12月,31.230359,121.478109,POINT (121.478109 31.230359)
1093,百乐门大都会（国企楼盘）,上海市静安区,5.8-12.5元/m2/天,2003年,31.22271,121.44496,POINT (121.44496 31.22271)
1094,盛高国际大厦,上海市长宁区,4.74-6元/m2/天,2005年,31.205859,121.404444,POINT (121.404444 31.205859)
1095,证大喜玛拉雅中心,上海市浦东区,7元/m2/天,2011年2月,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
1096,嘉里不夜城,上海市闸北区,3.5-5.5元/m2/天,1997年,31.244621,121.457237,POINT (121.457237 31.244621)
1097,申亚金融广场,上海市长宁区,4.2-5元/m2/天,1993年8月,31.214513,121.432796,POINT (121.432796 31.214513)
1098,德安大厦,上海市静安区,4.2-5.47元/m2/天,2000年,31.23371,121.443262,POINT (121.443262 31.23371)
1099,临港卓越科技园,上海市松江区,1.8-2.7元/m2/天,,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
1100,汇鑫国际大厦,上海市徐汇区,4-5.8元/m2/天,2010年12月,31.187585,121.430925,POINT (121.430925 31.187585)
1101,华宏商务中心,上海市普陀区,4-4.5元/m2/天,2010年,31.223679,121.394062,POINT (121.394062 31.223679)
1102,金外滩国际广场（国企楼盘）,上海市黄浦区,7.7-10.5元/m2/天,,31.223098,121.500973,POINT (121.500973 31.223098)
1103,金岸大厦,上海市虹口区,3.5-5.7元/m2/天,2000年,31.249356,121.505856,POINT (121.505856 31.249356)
1104,智慧湾创意园,上海市宝山区,2-4.3元/m2/天,2016年9月,31.344708,121.435181,POINT (121.435181 31.344708)
1105,银桥大厦,上海市浦东区,2.5-4.5元/m2/天,1997年12月2日,31.250848,121.600145,POINT (121.600145 31.250848)
1106,长泰广场,上海市浦东区,6-6.5元/m2/天,,31.205279,121.602298,POINT (121.602298 31.205279)
1107,恒隆广场,上海市静安区,11-16元/m2/天,2001年,31.227748,121.454572,POINT (121.454572 31.227748)
1108,海立大楼（国企楼盘）,上海市杨浦区,3.5-4.2元/m2/天,2015年,31.275871,121.545733,POINT (121.545733 31.275871)
1109,新纪元国际广场,上海市杨浦区,2.9-5.2元/m2/天,2009年,31.28604,121.521729,POINT (121.521729 31.28604)
1110,交通大厦,上海市黄浦区,4-5.8元/m2/天,1995年6月,31.213899,121.486348,POINT (121.486348 31.213899)
1111,上海商贸大厦,上海市虹口区,3-6.3元/m2/天,2000年8月,31.261178,121.491426,POINT (121.491426 31.261178)
1112,杰地大厦,上海市普陀区,3-4.3元/m2/天,2005年,31.240296,121.419321,POINT (121.419321 31.240296)
1113,澄天伟业,上海市浦东区,1.8-2.2元/m2/天,,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
1114,复城国际,上海市虹口区,2.1-3.7元/m2/天,2006年9月21日,31.289004,121.491972,POINT (121.491972 31.289004)
1115,上海国际设计中心,上海市杨浦区,3.29-4.7元/m2/天,2009年5月12日,31.28606,121.502872,POINT (121.502872 31.28606)
1116,金桥德勤产业园,上海市浦东区,2.9-3.2元/m2/天,2000年,31.244019,121.611602,POINT (121.611602 31.244019)
1117,环球大厦,上海市嘉定区,1.8-2元/m2/天,,31.296154,121.304085,POINT (121.304085 31.296154)
1118,中国人保寿险大厦（国企楼盘）,上海市黄浦区,7-9.2元/m2/天,2012年12月31日,31.226788,121.49595,POINT (121.49595 31.226788)
1119,安利大楼,上海市黄浦区,5.8-6元/m2/天,1907年,31.236724,121.488917,POINT (121.488917 31.236724)
